genero;cantor;album;ano;titulo_musica;compositor;letra
zouk;Suzanna Lubrano;King Ckwa - Ao Vivo No Campo Pequeno;2016;É Melhor Não Duvidar (part. Big Nelo);;"Ainda não temos a letra desta música. .

 Quer <a href=""/contribuicoes/enviar_letra/c4-pedro/%C3%89+Melhor+N%C3%A3o+Duvidar+%28part.+Big+Nelo%29/"">enviá-la agora</a> pra gente? =) ."
zouk;Suzanna Lubrano;King Ckwa - Ao Vivo No Campo Pequeno;2016;Baixó/ African Beauty (part. Pilukas);BLS,C4Pedro,Dj Maphorisa;"C4Pedro... DJ Maphorisa… ya know.

My baby oh.
She is so beautiful and.
I know I deserve her.
She is the perfect one.
I thank God.
´Cause she is mine.
She makes me feel so good.
That´s why I love her.
She got all the beauty.
All the beauty.
Mama oh oh oh oh.
African Beauty yeh yeh yeh.
I want you to stay with me forever.
African Beauty eh eh eh.

Mas quem te mandou.
Alright.
Quem te mandou.
Quem te mandou.
Mas quem te mandou.
Alright.
Quem te mandou.
Quem te mandou.

If you go I go.
If you stay I stay.
Baby ngowame.
For you anything I´ll do.
If you go I go.
If you stay I stay.
Baby ngowame.
For you anything I´ll do.
Kea shwa kea kepela (mor mor mor).
Ngiyafa ngiya´zithandela (mor mor mor).
Kea shwa kea kepela.
Ngiyafa ngiya´zithandela (mor mor mor).

She is so beautiful and.
I know I deserve her.
She is the perfect one.
I thank God.
´Cause she is mine.
She makes me feel so good.
That´s why I love her.
She got all the beauty.
All the beauty.
Mama oh oh oh oh.
African Beauty yeh yeh yeh.
I want you to stay with me forever.
African Beauty eh eh eh.

Mas quem te mandou.
Alright.
Quem te mandou.
Quem te mandou.
Mas quem te mandou.
Alright.
Quem te mandou.
Quem te mandou.

If you go I go.
If you stay I stay.
Baby ngowame.
For you anything I´ll do.
If you go I go.
If you stay I stay.
Baby ngowame.
For you anything I´ll do.
Kea shwa kea kepela (mor mor mor).
Ngiyafa ngiya´zithandela (mor mor mor).
Kea shwa kea kepela.
Ngiyafa ngiya´zithandela (mor mor mor).

You´re my princess.
And I´m your prince.
I´m your kingdom.
And you are my queen.
I´m your water.
If you wanna drink me.
You got all the beauty.
All the beauty.
Mama oh oh oh oh.
African Beauty yeh yeh yeh.
I wanna stay with you forever.
African Beauty.

Mas quem te mandou.
Alright.
Quem te mandou.
Quem te mandou.
Mas quem te mandou.
Alright.
Quem te mandou.
Quem te mandou."
zouk;Suzanna Lubrano;King Ckwa - Ao Vivo No Campo Pequeno;2016;Já Sei Que Sou Teu/ Muita Areia;;"Uver.
BLS.
Just another track.
You know how we do it right?.
Blue Light Song.

Eu só quero ser teu baby.
E tu serás minha baby.
Diz só alright.
Vou ser o homem que te descontrola trola.
E que quando cola cola.
Mboa você num tá entender.

Só quero ser teu.
Vem mazé ser minha.
Eu até já tou a celebrar.
Porque eu já sei que sou teu.
Vem ""mazé"" ser minha.
Eu até já tou a celebrar.
Porque eu já sei que sou teu.

É madrugada isolada eu estou aqui.
Ajoelhado nessa escada a espera de ti.
Mesmo que venha um furacão eu ficarei aqui.
E se eu tiver de morrer, eu morrerei feliz.
Sim chefe.
Por mais que a vida é dura tu a tornas leve.
Quero ser comandante desse Boeing 77.
E há quem tente fazer um come back.
E a minha ex já sabe que esse mambo tá dead.
Oh mama mia, caçula que me põe na linha.
Mistura de Hyundai com Kia.
Tens de tudo, tu és a minha China.

Só quero ser teu.
Vem mazé ser minha.
Eu até já tou a celebrar.
Porque eu já sei que sou teu.
Vem mazé ser minha.
Eu até já tou a celebrar.
Porque eu já sei que sou teu.

Quanto mais me mexo, mais fico parado.
Estás com ilusão kuiosa dum raio.
Apostei com os meus amigos que ia te levar pro carro.
Eu aceito ser teu driver se o destino for teu quarto.

Faz de mim.
Faz de mim teu mambo.
Faz de mim.
Faz de mim teu broto.

Só quero ser teu.
Ser teu baby.
E tu minha lady.
Diz só alright.
Vou ser o homem que te descontrola trola.
E que quando cola cola.
Mboa você num tá entender.

Só quero ser teu.
Vem mazé ser minha.
Eu até já tou a celebrar.
Porque eu já sei que sou teu.
Vem mazé ser minha.
Eu até já tou a celebrar.
Porque eu já sei que sou teu.
Vem mazé ser minha."
zouk;Suzanna Lubrano;King Ckwa - Ao Vivo No Campo Pequeno;2016;Tu És a Mulher;;"Tu és a mulher.
A única mulher.
Em ti eu encontrei.
O amor que eu procurei.
A paixão que eu nunca achei.
Meu bem por ti eu esperei.
Porque tu és a mulher.
És a perfeita mulher.
Por isso é que eu te digo que.

Tu és a mulher, és a mulher.
Tu és a mulher, és a mulher.
Tu és a mulher, és a mulher.
Tu és a mulher.

Eu só digo que.
Tu és a mulher, és a mulher.
Tu és a mulher, és a mulher.
Tu és a mulher, és a mulher.
Tu és a mulher.

Tu és minha razão de viver.
Tu não és feita de ouro, mas.
És aquela que me completa.
E que faz de mim um poeta.
Meu bem por ti eu esperei.
Porque tu és a mulher.
A minha mulher.
Por isso é que eu te digo que.

Tu és a mulher, és a mulher.
Tu és a mulher, és a mulher.
Tu és a mulher, és a mulher.
Tu és a mulher.

Eu só digo que.
Tu és a mulher, és a mulher.
Tu és a mulher, és a mulher.
Tu és a mulher, és a mulher.
Tu és a mulher.

Amor tu sabes porquê (I'm in love with you).
Que eu te amo tanto?.
Porquê que tu és especial? (não).
(That's why:).
É que contigo eu sou feliz.
Quando dás, eu nunca peço bis.
Tu és o que eu sempre quis.
E o melhor de tudo é que tu és minha.
(That's my promise).
Serei teu rei e tu a minha rainha.

Tu és a mulher, és a mulher.
Tu és a mulher, és a mulher.
Tu és a mulher, és a mulher.
Tu és a mulher.

Eu só digo que.
Tu és a mulher, és a mulher.
Tu és a mulher, és a mulher.
Tu és a mulher, és a mulher.
Tu és a mulher."
zouk;Suzanna Lubrano;King Ckwa - Ao Vivo No Campo Pequeno;2016;Vamos Ficar Por Aqui;;"Just another track.
You know how I do, right?.
Ela diz que me ama.
Mas sei que não.
Até finge bem mas é em vão.
Porque eu sei.
E não desejo isso para ninguém.
Por isso é que isto não pode ir além.

Então vamos acabar.
Vamos deixar de se aldrabar.
Não tem porque insistir no erro.
Até porque ninguém é de ferro.
Não, nós vamos ficar por aqui.
A nossa história chegou ao fim.
Não, nós vamos ficar por aqui.
A nossa história chegou ao fim.

Não me diz ""te amo""...não.
Não vai mudar nada.
Isso nunca vai melhorar...não.
Por isso é que isso não pode ir além.
Vamos parar de brincar.
E procurar alguém para amar.
E para não piorar este erro.
Não vamos inventar só.

Não, nós vamos ficar por aqui.
A nossa história chegou ao fim.
Não, nós vamos ficar por aqui.
A nossa história chegou ao fim.

Esse mambo esta done.
Não está na same level.
Tu eras o rap.
Eu era o kool klever.
Tu eras a minha weza.
Eu, teu na grelha.
E o combinado foi.
Ficarmos juntos até ficares velha.

But I don't know what is going on right here.
Cause when I say no, I say yeah!.
Queria dizer que já não posso mais.
Contigo cada passo que dou.
Sinto me a bazar para trás.
Não, não é por mal que eu te digo isso.
É que eu sinto-me mal.
Cada vez que penso nisso.

Então minha proposta é essa.
Bazo pelo meu caminho.
E dou-te um beijinho na testa.
Não, nós vamos ficar por aqui.
A nossa história chegou ao fim.
Não, nós vamos ficar por aqui.
A nossa história chegou ao fim."
zouk;Suzanna Lubrano;King Ckwa - Ao Vivo No Campo Pequeno;2016;Só Tu;;"Tu és a luz do meu dia.
Tu iluminas o meu dia.
Quando te vejo eu sei que tarei bem.
Tu és a mulher que eu quero.
E sabes que eu estou a ser sincero.
Quando eu penso em ti eu sei que tarei bem.

É em ti meu bem, que eu penso dia e noite.
Em ti meu bem, todas as noites penso em ti.
Meu bem onde quer que estejas eu irei la ter.
Porque sem ti nao sei viver.
So tu.

Its only you.
(Now only you way I want to don’t you know).
Its only you.
Never seen the girl that can do the things the.
Things you do.
Its only you (only you, only you).
Say you’d never leave me.
The only you I want the way I need.

És tu.
Is only you.
Its only you.

You’re the beating my heart.
When we are apart.
I feel like I’m loosing my mind.
You’re like the star in the sky.
When I look in you eyes.
I believe my life is complete.
Cause its you my love.
Anytime I sleep.
I see you my love.
Early in the morning.
It’s you my love.
It’s only you I needed.
Say you’d never leave cause you make my life complete.
Its only you.
(Now only you way I want to dont you know).
Its only you.

Never seen the girl that can do.
The things the things you do.
Ist only you (only you, only you).
Say you’d never leave me.

The only you I want the way I need.

Girl its only you.

Its you my love.
Anytime I sleep.
I see you.
Early in the morning.
Its you.
Its you only I need.
Say you’d never leave cause you make my life complete.
Its only you.
(Now only you way I want to dont you know).
Its only you.
Never seen the girl that can do.
The things the things you do.
Its only you (only you, only you).
Say you’d never leave me.
The only you I want the way I need only you."
zouk;Suzanna Lubrano;King Ckwa - Ao Vivo No Campo Pequeno;2016;Vamos Ficar Por Aqui;;"Just another track.
You know how I do, right?.
Ela diz que me ama.
Mas sei que não.
Até finge bem mas é em vão.
Porque eu sei.
E não desejo isso para ninguém.
Por isso é que isto não pode ir além.

Então vamos acabar.
Vamos deixar de se aldrabar.
Não tem porque insistir no erro.
Até porque ninguém é de ferro.
Não, nós vamos ficar por aqui.
A nossa história chegou ao fim.
Não, nós vamos ficar por aqui.
A nossa história chegou ao fim.

Não me diz ""te amo""...não.
Não vai mudar nada.
Isso nunca vai melhorar...não.
Por isso é que isso não pode ir além.
Vamos parar de brincar.
E procurar alguém para amar.
E para não piorar este erro.
Não vamos inventar só.

Não, nós vamos ficar por aqui.
A nossa história chegou ao fim.
Não, nós vamos ficar por aqui.
A nossa história chegou ao fim.

Esse mambo esta done.
Não está na same level.
Tu eras o rap.
Eu era o kool klever.
Tu eras a minha weza.
Eu, teu na grelha.
E o combinado foi.
Ficarmos juntos até ficares velha.

But I don't know what is going on right here.
Cause when I say no, I say yeah!.
Queria dizer que já não posso mais.
Contigo cada passo que dou.
Sinto me a bazar para trás.
Não, não é por mal que eu te digo isso.
É que eu sinto-me mal.
Cada vez que penso nisso.

Então minha proposta é essa.
Bazo pelo meu caminho.
E dou-te um beijinho na testa.
Não, nós vamos ficar por aqui.
A nossa história chegou ao fim.
Não, nós vamos ficar por aqui.
A nossa história chegou ao fim."
zouk;Suzanna Lubrano;King Ckwa - Ao Vivo No Campo Pequeno;2016;Tu És a Mulher;;"Tu és a mulher.
A única mulher.
Em ti eu encontrei.
O amor que eu procurei.
A paixão que eu nunca achei.
Meu bem por ti eu esperei.
Porque tu és a mulher.
És a perfeita mulher.
Por isso é que eu te digo que.

Tu és a mulher, és a mulher.
Tu és a mulher, és a mulher.
Tu és a mulher, és a mulher.
Tu és a mulher.

Eu só digo que.
Tu és a mulher, és a mulher.
Tu és a mulher, és a mulher.
Tu és a mulher, és a mulher.
Tu és a mulher.

Tu és minha razão de viver.
Tu não és feita de ouro, mas.
És aquela que me completa.
E que faz de mim um poeta.
Meu bem por ti eu esperei.
Porque tu és a mulher.
A minha mulher.
Por isso é que eu te digo que.

Tu és a mulher, és a mulher.
Tu és a mulher, és a mulher.
Tu és a mulher, és a mulher.
Tu és a mulher.

Eu só digo que.
Tu és a mulher, és a mulher.
Tu és a mulher, és a mulher.
Tu és a mulher, és a mulher.
Tu és a mulher.

Amor tu sabes porquê (I'm in love with you).
Que eu te amo tanto?.
Porquê que tu és especial? (não).
(That's why:).
É que contigo eu sou feliz.
Quando dás, eu nunca peço bis.
Tu és o que eu sempre quis.
E o melhor de tudo é que tu és minha.
(That's my promise).
Serei teu rei e tu a minha rainha.

Tu és a mulher, és a mulher.
Tu és a mulher, és a mulher.
Tu és a mulher, és a mulher.
Tu és a mulher.

Eu só digo que.
Tu és a mulher, és a mulher.
Tu és a mulher, és a mulher.
Tu és a mulher, és a mulher.
Tu és a mulher."
zouk;Suzanna Lubrano;King Ckwa - Ao Vivo No Campo Pequeno;2016;Não Quero Ficar Sozinho;;"Se você não gosta,.
Eu já não vou fazer.
Se o meu toque não te agrada.
Já não vou te tocar.

Mas me diz o que você, gosta e não gosta.
Faço tudo à toa porque eu só quero impressionar.
Vais me meter loco, não aguento mais.
Se comigo não esta bom, não me trai, me fala só.

Fala onde é que você gosta.
Que eu te toque.
Se o meu beijo não te revela.
Fala só.
Se não sentes nada.
Quando eu te carinho.
Vem me ensinar, não quero ficar.
Sozinho.

Eu, contigo dei tudo.
Para te satisfazer.
Quando estou contigo.
Nada sei fazer.

Nunca me deste só um.
Nem se fingindo me deste.
Meteste anestesia ou estas.
Doente.
E quando ja estou quase a ficar quente você diz.
""Sai da minha frente"".
Vais me meter loco, não aguento mais.
Se comigo não esta bom, não me trai, me fala só.

Fala onde é que você gosta.
Que eu te toque.
Se o meu beijo não te revela.
Fala só...
Se não sentes nada.
Quando eu te carinho.
Vem me ensinar, não quero ficar.
Sozinho."
zouk;Suzanna Lubrano;King Ckwa - Ao Vivo No Campo Pequeno;2016;Casamento;;"Contigo estou a casar.
Apesar de tudo.
Amor, quem nos viu e quem nos vê.
Ninguém pensou que isso ia durar .
Vamos festejar nossa origem.
Amor, me ama só.
Eu vou te amar até morrer.
Eu nunca vou te largar.
Mesmo no céu, nunca vou te esquecer.
Dança só.
Celebra nosso casamento.
Vou pisar no teu vestido.
Podes puxar na minha gravata.
Meu senhor tira foto.
Ela vai querer mostrar nas amigas.
Não tem porquê se enervar.
Amor, tu tás muito linda.

Amor, amor.
Estamos a casar.
Deus vai abençoar.
Nada de mal vai acontecer.

Amor, amor.
Estamos a casar.
Deus vai abençoar.
Nada de mal vai acontecer.

Amor, amor.
Estamos a casar.
Deus vai abençoar.
Nada de mal vai acontecer.

Contigo tou a casar.
É Graças a Deus é.
Muitos nos tentaram travar.
Mas o meu amor é maior.
Agora mais ninguém pode travar.
Amor, me dá um beijo.
Pra satisfazer o meu desejo.
Cuida bem de mim eu te peço.
Eu também vou fazer o mesmo.
Boa noite Padrinhos.
Obrigado por tudo.
A festa tá bonita.
Mas nada é mais lindo do que tu.
Eu te amo, amo.
Mulher, Mulher.
Agora me dá um sorriso.
Porque tás muito linda.

Amor, amor.
Estamos a casar.
Deus vai abençoar.
Nada de mal vai acontecer.

Amor, amor.
Estamos a casar.
Deus vai abençoar.
Nada de mal vai acontecer.

Amor, amor.
Estamos a casar.
Deus vai abençoar.
Nada de mal vai acontecer.

Tô feliz êh.

Amor, amor.
Estamos a casar.
Deus vai abençoar.
Nada de mal vai acontecer."
zouk;Suzanna Lubrano;King Ckwa - Ao Vivo No Campo Pequeno;2016;Baby Tu Sabes;;"Sabes que és o meu [amoré] (hummm).

My baby tu sabes.
Que apesar de não seres.
A mais bonita eu.
Não te trocarei.
Por outra mulher.

Existem qualidades.
Que você tem que as outras.
Não compreendem.
Porque elas não sabem que.

Não és diamante.
Mas brilhas em mim.
Se depender de mim.
Nunca teremos fim.

Porque eu te amo.

Bem do jeito que você é.
Então não mude nada.
Porque eu te amo assim.

Bem do jeito que você é.
Então não mude nada.
Porque eu te amo assim.

My baby tu sabes.
Que apesar de não seres.
A que todos querem.
Tudo que eu quero você tem.
Eu não sei.
Porque você não vê.

Que eu fico louco.
Quando não [tou] contigo.
Nasci pra ser teu e [tu pra ser minha].

Bem do jeito que você é.
Então não mude nada.
Porque eu te amo assim.

Bem do jeito que você é.
Então não mude nada.
Porque eu te amo assim.

My baby tu sabes.
Tu sabes bem.
Do que eu preciso.
Sabes o que me faz.
Perder o juízo.

Sabes me levar pra céu.
Fazer pensar que é ela é mel.
Isso só tu sabes.
Por isso no meu peito.
Só tu cabes.

O mundo sabe que és.
Minha rainha.
Nasci pra ser teu e [tu pra ser minha].

Bem do jeito que você é.
Então não mude nada.
Porque eu te amo assim.

Bem do jeito que você é.
Então não mude nada.
Porque eu te amo assim.

My baby tu sabes.
Que és o ar que eu respiro.
Que és a mulher que eu prefiro.
Que quando estás ao meu lado.
Sinto-me bem.
When I'm look in the mirror.
Que tu és o meu ar.
Eu nasci pra te amar.
Que quando estou sem forças.
E não consigo andar.
Que tu és o oxigênio que me faz respirar.

Então não mude nada.
Porque eu te amo assim.
Bem do jeito que você é.

Então não mude nada.
Porque eu te amo assim.

Tu és o oxigênio que me faz respirar.
Tu és o oxigênio que me faz respirar."
